S.no.,Start Date,Bookeeper Start Date,Estimated Days,Output Date,TAT,Urgent,Month,Client Reference,Responsible User,File Name,Company No.,Company UTR,File Source,Status,File Allocated to,Bookeeper,Reviewer,File Type,Period,Accountancy Fees,CS Fee,Company closure fess,Payroll Fees,PAYE Registration Fees,Company Strike off fees,Company compliances(Dormant)+Registered Office,Personal Tax fees,Adding SIC Code fees,Incorporation Fee,Adding director Fee,SA Fee,VAT Registration,Business plan,Total Fee,Work Done,No. of Bank Accounts,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Bank Transactions,Total Bank entries,No. of transactions (others),Total entries,Preparing Sales list,No. of sale invoices,No. of PINs ,No. of Wages,Bank received in,PINs given start date,PINs given done date,Time Taken( hrs),Notes,Fees
748,28 July 2025,28 July 2025,,28 July 2025,0,,07/2025,E106/NS/EK,Ezgi,Engineerium Ltd,12116139,1439115087,Google Chats,Under Review- UK,Vishal,Vishal,,QF,01/04/2025 - 30/6/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,VAT,2,39,22,0,0,0,0,61,19,80,0,5,11,3,PDF,,,,,
749,28 July 2025,29 July 2025,,4 August 2025,7,,07/2025,P120/HT,Haci,Paket Limited,15943405,1604516242,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/04/2025 - 30/6/2025,525.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.00,VAT,1,483,0,0,0,0,0,483,1204,1687,0,809,392,3,,,,,,
750,29 July 2025,30 July 2025,1,30 July 2025,1,Yes,07/2025,S170/ANK/BB,Burcin,Mehmet Sahin,N/A,5642584278,Allocation group,Under Review- UK,Momin,Momin,,QF,06/04/2024 - 05/04/2025,500.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.00,Year End Accounts,1,72,0,0,0,0,0,72,33,105,Entered Sales Invoice,19,14,0,PDF,,,,,
751,29 July 2025,1 August 2025,1,1 August 2025,3,,07/2025,S165/ANK/BB,Burcin,Snacktech Software Solutions Ltd,12777399,1106015675,Allocation group,Under Review- UK,Momin,Momin,,VT,01/03/2025 - 30/06/2025,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Management Accounts,1,77,0,0,0,0,0,77,26,103,Entered Sales Invoice,4,18,4,PDF,,,,,
753,29 July 2025,31 July 2025,,31 July 2025,2,,07/2025,PEARL/IND,Lehar,Daljeet Patel,N/A,,Google Chats,Completed,Anamika,Anamika,,VT,01/04/2025 - 30/6/2025,428.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.40,VAT,1,80,,,,,,80,,,,2,4,,,,,,,
754,29 July 2025,31 July 2025,,5 August 2025,7,,07/2025,F013/NS/BB,Yilsen,Filoli Floral Design Ltd,9688185,5953528603,Allocation group,Completed,Vishal,Sahil,,VT,01/10/2024 - 30/06/2025,180.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,300.00,VAT,2,410,38,0,0,0,0,448,29,477,Preparing sales list,11,9,9,CSV,,,,,
755,29 July 2025,30 July 2025,,30 July 2025,1,,07/2025,T171/ED,Ersin,The Story Painters Limited,15808505,5893915391,Allocation group,Completed,Vishal,Sahil,,VT,01/04/2025 - 30/06/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,VAT,1,23,0,0,0,0,0,23,15,38,No Sales,0,15,0,PDF,,,,,
754,30 July 2025,30 July 2025,,30 July 2025,0,Yes,07/2025,Pearl90,Darshana,NC SOFTWARE SERVICES LTD YE-Oct'24,13703600,2995524335,Google Chats,Queries sent to CA,Anamika,Anamika,,QB,01/11/2023 - 31/10/2024,1605.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.60,,1,45,,,,,,,,,,,12,12,PDF,,,,,
755,30 July 2025,31 July 2025,1,31 July 2025,1,Yes,07/2025,A199/ANK/BB,Burcin,Arslantas Limited,12943641,5633628318,Allocation group,Under Review- UK,Momin,Momin,,QF,01/08/2024 - 31/07/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,130,0,0,0,0,0,130,58,188,Entered Sales List,15,31,12,PDF,,,,,
756,30 July 2025,30 July 2025,1,1 August 2025,2,Yes,07/2025,,Jaleh,Home Design Ltd.,,,CA-Mail,Queries sent to CA,Raghav,Raghav,,VT,01/04/2025 - 30/06/2025,Not found (Jaleh's client),,,,,,,,,,,,0.0,0.0,0.00,VAT,1,173,0,0,0,0,0,173,103,276,,46,57,0,PDF,,,,,
755,30 July 2025,30 July 2025,,31 July 2025,1,Yes,07/2025,H048/HK,Hilal,H&A Decorations Ltd,11712519,2444501463,Allocation group,Under Review- UK,Abhay,Abhay,Sahil,VT,01/04/2024 - 31/03/2025,960.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.00,Year End Account ( Enter Purchase Invoices),0,0,0,0,0,0,0,0,73,73, ,0,73,0,,,,,,
756,1 August 2025,4 August 2025,,05 August 2025,4,,08/2025,R074/ANK/HT,Haci,RCH Flowers Limited,15597091,9591322531,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/04/2025 - 30/06/2025,540.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.00,VAT,1,321,0,0,0,0,0,321,183,504,0,90,90,3,CSV,,,,,
757,1 August 2025,1 August 2025,,5 August 2025,4,,08/2025,P052/HK,Hilal,Playdance Ltd,10991340,2153416628,Allocation group,Under Review- UK,Abhay,Abhay,Sahil,VT,01/10/2023 - 30/09/2024,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Year End Accounts,1,614,0,0,0,0,0,614,136,750,Preparing sales list,44,92,0,PDF,,,,,
756,1 August 2025,1 August 2025,,5 August 2025,4,,08/2025,S168/NS/HK,Hilal,Serts Media Ltd,,,Google Chats,Under Review- UK,Sahil,Sahil,,QF,01/08/2024 - 31/07/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,4,164,2,6,47,0,0,219,128,347,0,28,88,12,PDF,,,,,
757,1 August 2025,4 August 2025,,6 August 2025,5,,08/2025,P097/NS/GD,Gamze,Pamphylia Ltd,SC679695,6057302092,Google Chats,Under Review- UK,Sahil,Abhay,Sahil,QF,01/04/2025 - 31/07/2025,,,,,,,,,,,,,,,0.00,Management Accounts,1,233,0,0,0,0,0,233,216,449,,147,65,4,"PDF, CSV",,,,,
758,1 August 2025,1 August 2025,,4 August 2025,3,,08/2025,,Lehar,KELBSCO LTD,11259682,4602927132,Google Chats,Completed,Anamika,Anamika,,QB,01/04/2025 - 30/06/2025,545.40,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.40,VAT,2,91,133,,,,,224,,,,,4,,CSV,,,,,
759,4 August 2025,6 August 2025,,11 August 2025,7,,,,Gamze,Atas Chef & Consultancy Ltd,12201856,7094715433,Google Chats,Under Review- UK,Sahil,Sahil,,VT,01/08/2024 - 31/07/2025,960.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.00,Year End Accounts,1,472,0,0,0,0,0,472,306,778,Preparing sales list,40,255,11,CSV,,,,,
760,5 August 2025,5 August 2025,,5 August 2025,0,,08/2025,,Darshana,MY CART LOGISTICS LTD,13457587,3214417133,Google Chats,Completed,Anamika,Anamika,,Xero,01/04/2025 - 30/06/2025,383.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.40,VAT,1,15,0,0,0,0,0,15,,,,,7,,,,,,,
761,5 August 2025,5 August 2025,,5 August 2025,0,,08/2025,,Darshana,My Health Care Ltd,08939020,2021324005,Google Chats,Completed,Anamika,Anamika,,QB,01/04/2025 - 30/06/2025,,,,,,,,,,,,,,,0.00,Journel entry,0,0,0,0,0,0,0,0,,,,,,,,,,,,
762,5 August 2025,8 August 2025,,12 August 2025,,,08/2025,,Silan,We Love Stories Ltd.,10585977,8535426922,Allocation group,Queries sent to CA,Raghav,Raghav,,VT,01/06/2024 - 31/05/2025,720.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.00,Year End Accounts,1,119,0,0,0,0,0,119,86,205,Preparing sales list,3,71,12,"PDF, CSV",,,,,
763,6 August 2025,8 August 2025,,12 August 2025,6,,08/2025,T076/ANK/ST,Hilal,TOT Digital Media Web & Software Development Ltd,11191170,1400220198,Allocation group,Completed,Abhay,Abhay,,VT,01/11/2023 - 31/10/2024,1732.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.50,Year End Accounts,1,559,0,0,0,0,0,559,53,612,Preparing sales list,34,7,12,"PDF, CSV",,,,,
764,6 August 2025,7 August 2025,,7 August 2025,1,,08/2025,A222/NS/HK,Hilal,Arnar Limited,12931877,9630819655,Allocation group,Completed,Abhay,Abhay,,QF,10/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,127,0,0,0,0,0,127,46,173,0,32,2,12,PDF,,,,,
765,6 August 2025,13 August 2025,,14 August 2025,8,,08/2025,Pearl139/HK,Hilal,UBERMORGEN LTD,12075181,1573914057,Allocation group,Completed,Abhay,Abhay,,VT,01/12/2024 - 30/06/2025,1050.00,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.00,Year End Accounts,2,186,8,0,0,0,0,194,147,341,0,0,147,0,PDF,,,,,
766,6 August 2025,6 August 2025,1,7 August 2025,1,,08/2025,C035/NS/HK,Hilal,Cagacaga Design (UK) Ltd,8941833,8852522056,Allocation group,Completed,Abhay,Momin,,VT,01/06/2024 - 31/05/2025,750.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.00,Year End Accounts,1,101,0,0,0,0,0,101,76,177,Preparing sales list,14,54,8,CSV,,,,,
767,6 August 2025,13 August 2025,,22 August 2025,16,,08/2025,T156/ANK/HK,Hilal,Tulay Chef Limited,13958101,3145224004,Allocation group,Completed,Abhay,Sahil,,VT,01/03/2024 - 28/02/2025,840.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.00,Year End Accounts,1,330,0,0,0,0,0,330,189,519, ,0,177,12,PDF,,,,,
768,6 August 2025,6 Augusr 2025,,07 August 2025,,,08/2025,,Haci,c.a.g Group limited,12145131,4603427652,Google Chats,Under Review- UK,Vishal,Vishal,,QF,01/05/2025 - 31/07/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,VAT,4,41,41,35,21,0,0,138,48,186,0,5,40,3,CSV,,,,,
769,6 August 2025,6 August 2025,,7 August 2025,1,,08/2025,,Darshana,EYYA LTD,12784770,7866515003,Google Chats,Completed,Anamika,Anamika,,QB,01/04/2025 - 30/06/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,Reviwed accounts,,,,,,,,,,,,,,,,,,,,
770,6 August 2025,7 August 2025,,7 August 2025,1,,08/2025,,Jaleh,Springfield Surbiton Ltd,,,CA-Mail,Completed,Raghav,Raghav,,Sage,01/07/2025 - 31/07/2025,Not found (Jaleh's client),,,,,,,,,,,,,,0.00,Entered invoices,,,,,,,,,,,,,11,,,,,,,
771,6 August 2025,7 August 2025,,7 August 2025,1,,08/2025,,Jaleh,Springfield Richmond Limited,,,CA-Mail,Completed,Raghav,Raghav,,Sage,01/07/2025 - 31/07/2025,Not found (Jaleh's client),,,,,,,,,,,,,,0.00,Entered invoices,,,,,,,,,,,,,31,,,,,,,
772,7 August 2025,7 August 2025,1,7 August 2025,0,Yes,08/2025,I091,Lehar,Innolink Ltd.,15531419,9037620364,Google Chats,Completed,Momin,Momin,,VT,01/03/2025 - 31/08/2025,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,289.00,VAT,1,58,0,0,0,0,0,58,10,68,Entered Sales Invoice,2,3,5,PDF,,,,,
773,08 August 2025,08 August 2025,,11 August 2025,3,,08/2025,,Ezgi,Postcode ltd,8999870,6418227760,Google Chats,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 - 31/07/2025,390.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.00,VAT,2,56,5,0,0,0,0,61,29,90,Entered Sales Invoice,4,22,3,"CSV, PDF",,,,,
774,08 August 2025,13 August 2025,,14 August 2025,6,,08/2025,,Ersin,Fetex Limited,14490141,3016821134,Allocation group,Under Review- UK,Vishal,Vishal,,VT,23/11/2023 - 30/11/2024,,,,,,,,,,,,,,,0.00,Year End Accounts,2,105,24,0,0,0,0,129,12,141,0,0,12,0,CSV,,,,,
775,08 August 2025,12 August 2025,,13 August 2025,5,,08/2025,G090/ANK/GD,Gamze,GIA MEP Limited,12959318,2625325010,Google Chats,Under Review- UK,Sahil,Abhay,,QF,01/08/2024 - 31/07/2025,1080.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.00,Year End Accounts,1,61,0,0,0,0,0,61,20,81,,0,8,12,"PDF, CSV",,,,,
776,08 August 2025,13 August 2025,,13 August 2025,5,,08/2025,G090/ANK/IND/GD,Gamze,Ali Sisman- GIA MEP Limited,,,Google Chats,Under Review- UK,Sahil,Sahil,,VT,06/04/2024 - 05/04/2025,,,,,,,,,,,,,,,0.00,Sole trader,1,,,,,,,,,,Entered Sales Invoices,49,3,0,CSV,,,,,
777,11 August 2025,11 August 2025,,12 August 2025,1,,08/2025,,Darshana,Luxsea Swimwear Limited,10800705,8282118539,Google Chats,Queries sent to CA,Anamika,Anamika,,QB,01/07/2025 - 31/07/2025,228.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.00,Bookkeeping,4,235,150,30,14,,,429,,,,,,,,,,,,
778,11 August 2025,11 August 2025,,12 August 2025,1,Yes,08/2025,,Ersin,Promium Ltd,10463006,2153315900,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/09/2023 - 31/08/2024,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00,Year End Accounts,1,22,0,0,0,0,0,22,67,89,0,0,55,12,PDF,,,,,
779,11 August 2025,11 August 2025,1,11 August 2025,0,,08/2025,N062/IC/BB,Burcin,New Horizons Sustainability and Communication Services Ltd ,12523619,5479325898,Allocation group,Under Review- UK,Momin,Momin,,QF,01/09/2024 - 31/08/2025,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.00,Year End Accounts,3,97,15,13,0,0,0,125,57,182,Entered Sales Invoice,9,36,12,CSV,,,,,
780,11 August 2025,12 August 2025,1,12 August 2025,1,,08/2025,D105/FA/BB,Burcin,Deniz Legal Services Limited,11831390,1394427017,Allocation group,Under Review- UK,Momin,Momin,,QF,01/11/2024 - 31/05/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,40,0,0,0,0,0,40,24,64,Entered Sales Invoice,1,16,7,CSV,,,,,
781,12 August 2025,13 August 2025,,14 August 2025,2,,08/2025,,Burak,Nominal-Plan Ltd,10561367,2910718286,Allocation group,Under Review- UK,Vishal,Anamika,,VT,01/05/2025 - 31/07/2025,300.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.00,VAT,4,59,34,4,3,,,100,,,,31,17,,,,,,,
782,12 August 2025,14 Auagust 2025,,18 August 2025,6,,08/2025,,Burak,App & Code Solutions Ltd,11585276,3262816628,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 - 31/07/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,VAT,1,58,0,0,0,0,0,58,42,100,Entered Sales Invoice,1,38,3,CSV,,,,,
783,12 August 2025,12 August 2025,,13 August 2025,1,,08/2025,,Haci,Inforward Software Ltd,11211163,8094515551,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 - 31/07/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,VAT,1,155,0,0,0,0,0,155,10,165,Entered Sales Invoice,3,4,3,"CSV, PDF",,,,,
784,12 August 2025,12 August 2025,2,14 August 2025,2,Yes,08/2025,U013/NS/BB,Burcin,Umannutrition Ltd,9920830,5265423034,Google Chats,Under Review- UK,Momin,Momin,,VT,01/12/2023 - 30/11/2024,720.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.00,Year End Accounts,1,758,0,0,0,0,0,758,77,835,No sale invoice,0,65,12,CSV,,,,,
785,12 August 2025,12 August 2025,1,12 August 2025,0,,08/2025,C133/ANK/BB,Burcin,Clearkode Limited,12234390,8762518521,Google Chats,Under Review- UK,Momin,Momin,,QF,01/08/2024 - 31/07/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,105,0,0,0,0,0,105,44,149,Entered Sales Invoice,11,21,12,CSV,,,,,
786,12 August 2025,18 August 2025,,20 August 2025,8,,08/2025,,Cilem,Cheers&Chill Ltd,15222439,5046022750,Google Chats,Under Review- UK,Vishal,Vishal,,VT,01/06/2025 - 31/07/2025,,,,,,,,,,,,,,,0.00,VAT ,2,217,8,0,0,0,0,225,89,314,,,81,8,CSV,,,,,
787,14 August 2025,14 August 2025,,14 August 2025,0,,08/2025,,Gamze,Coreware Limited,8542146,9904027324,Google Chats,Under Review- UK,Sahil,Sahil,,VT,01/05/2024 - 30/04/2025,780.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.00,Year End Accounts,2,77,13,0,0,0,0,90,27,117,No sale invoice,0,15,12,CSV,,,,,
788,14 August 2025,14 August 2025,,,16 May 1774,,08/2025,,Jaleh,Luxury Design and Build Ltd.,,,,"To-do, not taken up yet",Raghav,Raghav,,Xero,,,,,,,,,,,,,,,,0.00,VAT ,,,,,,,,,,,,,36,,,,,,,
789,14 August 2025,18 August 2025,,19 August 2025,5,,08/2025,,Gamze,Dalkoz Services Ltd,11220828,1045328501,Google Chats,Under Review- UK,Sahil,Abhay,,VT,01/05/2024 - 30/04/2025,720.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.00,Year End Accounts,1,106,0,0,0,0,0,106,12,118,,0,2,10,PDF (Scanned),,,,,
790,15 August 2025,19 August 2025,1,20 August 2025,5,Yes,08/2025,L008/NS/BB,Burcin,Lavinn Ltd,8992124,9788814337,Google Chats,Under Review- UK,Momin,Momin,,VT,01/12/2023 - 30/11/2024,1440.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1560.00,Year End Accounts,0,0,0,0,0,0,0,0,132,132,No sale invoices,0,120,12,,,,,,
791,15 August 2025,21 August 2025,1,21 August 2025,,,08/2025,A122/ANK/BB,Burcin,Appvera Software Solutions Limited,10694259,5656912843,Allocation group,Under Review- India,Momin,Momin,,VT,01/07/2024 - 30/06/2025,600.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.00,Year End Accounts,1,26,0,0,0,0,0,26,2,28,No sale invoices,0,2,0,CSV,,,,,
792,18 August 2025,20 August 2025,3,25 August 2025,7,,08/2025,,Haci,Yasha Consulting & Training Services Ltd,10482962,8561526209,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 - 31/07/2025,330.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.00,VAT,6,206,101,24,10,9,11,361,100,461,Entered sales invoices,12,85,3,PDF,,,,,
793,18 August 2025,18 August 2025,,21 August 2025,3,,08/2025,,Gamze,LUX&MOOD SHOPPING SERVICES LTD,,,Google Chats,Under Review- UK,Sahil,Anamika,,QB,01/09/2023 - 31/8/2024,2289.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289.60,Year End Accounts,4,1378,88,8,26,0,0,1500,0,1500,,,,,,,,,,
794,19 August 2025,25 August 2025,,29 August 2025,,,08/2025,,Silan,3B Trade Ltd,,,Google Chats,Currently Working,Raghav,Sahil,,VT,01/08/2024 - 31/07/2025,900.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.00,Year End Accounts,2,1085,38,0,0,0,0,1123,131,1254,No sale invoices,0,119,12,CSV,,,,,
795,19 August 2025,20 August 2025,,20 August 2025,,,08/2025,,Silan,Brando Concept Ltd,,,Google Chats,Currently Working,Raghav,Sahil,,VT,01/06/2024 - 31/05/2025,360.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.00,Year End Accounts,1,52,0,0,0,0,0,52,2,54,No sale invoices,0,2,0,PDF,,,,,
796,19 August 2025,20 August 2025,,20 August 2025,1,,08/2025,S183/NS/SC,Silan,Shard Marketing & Consultancy Ltd,13013945,2279127716,Google Chats,Under Review- UK,Raghav,Abhay,,QF,01/05/2024 - 30/04/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,219,0,0,0,0,0,219,77,296,0,16,49,12,"PDF, CSV",,,,,
797,20 August 2025,20 August 2025,,20 August 2025,0,,08/2025,,Darshana,DD TECHNOLOGY LTD,13711961,8781616670,Google Chats,Under Review- UK,Anamika,Anamika,,QB,01/05/2025 -31/07/2025,,,,,,,,,,,,,,,0.00,VAT,2,15,8,,,,,,,,,,3,,PDF,,,,,
798,20 August 2025,21 August 2025,,21 August 2025,1,,08/2025,,Darshana,PI ECOMMERCE LTD,14075815,6003813171,Google Chats,Under Review- UK,Anamika,Anamika,,QB,01/05/2025 -31/07/2025,,,,,,,,,,,,,,,0.00,VAT,1,25,,,,,,,,,,,19,,,,,,,
799,21 August 2025,21 August 2025,,21 August 2025,0,Yes,08/2025,S166/NS/HK,Hilal,Salih Bekar Construction and Steel Works Ltd,12351954,5243724968,Google Chats,Under Review- UK,Abhay,Abhay,,VT,01/07/2024 - 30/06/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,175,0,0,0,0,0,175,38,213,Preparing sales list,22,4,12,PDF,,,,,
800,21 August 2025,21 August 2025,,22 August 2025,1,,08/2025,,Darshana,Smile Savers 32 Limited (PTR),,,,Queries sent to CA,Anamika,Anamika,,Excel ,06/04/2024 -05/04/2025,,,,,,,,,,,,,,,0.00,PTR ( trading income working),1,347,,,,,,,,,,,,,,,,,,
801,22 August 2025,25 August 2025,,25 August 2025,3,,08/2025,,Yilsen,Qolax Limited ,13004542,5842427294,Allocation group,Under Review- UK,Vishal,Vishal,,QF,01/05/2025 - 31/07/2025,,,,,,,,,,,,,,,0.00,VAT,1,2,0,0,0,0,0,2,5,7,0,0,2,3,PDF,,,,,
802,22 August 2025,22 August 2025,2,26 August 2025,4,,08/2025,E096/ANK/BB,Burcin,Elephit Limited,12162553,2690414366,Google Chats,Under Review- UK,Momin,Momin,,VT,01/06/2024 - 31/05/2025,840.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.00,Year End Accounts,1,132,0,0,0,0,0,132,76,208,Preparing Sales list,9,12,55,CSV,,,,,
803,25 August 2025,25 August 2025,,26 August 2025,1,,08/2025,C128/ANK/HK,Hilal,Cinpolat Construction Limited,12089705,1989707642,Allocation group,Under Review- UK,Abhay,Abhay,,VT,01/06/2024 - 31/05/2025,960.00,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.00,Year End Accounts ,1,130,0,0,0,0,0,130,33,163,,0,21,12,PDF,,,,,
804,25 August 2025,25 August 2025,,25 August 2025,0,,08/2025,,Darshana,JO SLOANE (JS) LIMITED,12265820,2181026697,Google Chats,Queries sent to CA,Anamika,Anamika,,QB,01/05/2025 -31/07/2025,,,,,,,,,,,,,,,0.00,VAT,1,12,,,,,,,,,,,4,,,,,,,
805,25 August 2025,25 August 2025,,25 August 2025,0,,08/2025,,Darshana,Incentifi Ltd,14594220,2801200121,Google Chats,Completed,Anamika,Anamika,,QB,01/05/2025 -31/07/2025,,,,,,,,,,,,,,,0.00,VAT,2,67,3,,,,,,,,,,27,,PDF,,,,,
806,25 August 2025,26 August 2025,,26 August 2025,1,,08/2025,,Darshana,R2 CONSULTANCY SERVICES LTD,,,Google Chats,Under Review- India,Anamika,Anamika,,VT,01/06/2024 - 31/05/2025,1065.60,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.60,Year End Accounts ,1,34,,,,,,,,,,,,,,,,,,
807,26 August 2025,26 August 2025,,28 August 2025,2,,08/2025,,Yilsen,Appricode Software Consultancy Ltd,10677948,6889329412,Allocation group,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 -31/07/2025,360.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.00,VAT,1,158,0,0,0,0,0,158,89,247,Entered sale invoices',3,83,3,CSV,,,,,
808,27 August 2025,27 August 2025,1,28 August 2025,1,,08/2025,Pearl138/SC,Burcin,TwoSixEight LTD,12179431,6436504183,Google Chats,Under Review- UK,Momin,Momin,,VT,01/09/2024 - 31/08/2025,849.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.60,Year End Accounts ,0,0,0,0,0,0,0,0,84,84,0,0,84,0,,,,,,
809,27 August 2025,28 August 2025,,29 August 2025,2,,08/2025,,Burak,Ates IT Solutions Ltd.,10674790,5742411071,Google Chats,Under Review- UK,Vishal,Vishal,,VT,01/05/2025 -31/07/2025,450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.00,VAT,4,35,97,22,7,0,0,161,80,241,0,3,74,3,CSV,,,,,
809,27 August 2025,27 August 2025,,28 August 2025,,,08/2025,,Darshana,SAFE INTELLIGENCE LIMITED,13521100,1847821202,Google Chats,Under Review- UK,Anamika,Anamika,,QB,01/05/2025 -31/07/2025,,,,,,,,,,,,,,,0.00,VAT,5,86,2,19,2,3,,,,,,,61,,,,,,,
